product_id,product_name,category,price
666,CashmereLuxe Scarf,Clothing & Accessories,149.5
667,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
668,Velocity Lite Helmet,Sports & Outdoors,99.0
669,EverBloom Mini Greenhouse,Home & Garden,29.95
670,Velocity Lite Helmet,Sports & Outdoors,99.0
671,BloomTech Smart Pot,Home & Garden,199.99
672,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
673,TrailMixX Snack Pack,Food & Beverage,14.99
674,EcoClip Binder Duo,Office Supplies,39.5
675,Soundwave Earbuds,Electronics,149.0
676,Soundwave Earbuds,Electronics,149.0
677,DreamWeaver Sleep Mask,Beauty & Health,34.75
678,SonicSmile Pro Brush,Beauty & Health,129.95
679,Velocity Lite Helmet,Sports & Outdoors,99.0
680,EverBloom Mini Greenhouse,Home & Garden,29.95
681,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
682,BloomTech Smart Pot,Home & Garden,199.99
683,TrailMixX Snack Pack,Food & Beverage,14.99
684,LeashLock Basic Set,Pet Supplies,29.99
685,EverBloom Mini Greenhouse,Home & Garden,29.95
686,ArtyBrush Acrylic Set,Arts & Crafts,59.95
687,TrailMixX Snack Pack,Food & Beverage,14.99
688,EverBloom Mini Greenhouse,Home & Garden,29.95
689,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
690,Velocity Lite Helmet,Sports & Outdoors,99.0
691,SolarZap Charger,Electronics,89.99
692,LeashLock Basic Set,Pet Supplies,29.99
693,SonicSmile Pro Brush,Beauty & Health,129.95
694,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
695,ArtyBrush Acrylic Set,Arts & Crafts,59.95
696,EverBloom Mini Greenhouse,Home & Garden,29.95
697,ArtyBrush Acrylic Set,Arts & Crafts,59.95
698,Velocity Lite Helmet,Sports & Outdoors,99.0
699,DreamWeaver Sleep Mask,Beauty & Health,34.75
700,FuzzyFriend Plushie,Toys & Games,24.5
701,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
702,TrailMixX Snack Pack,Food & Beverage,14.99
703,SolarZap Charger,Electronics,89.99
704,LeashLock Basic Set,Pet Supplies,29.99
705,CashmereLuxe Scarf,Clothing & Accessories,149.5
706,CashmereLuxe Scarf,Clothing & Accessories,149.5
707,Soundwave Earbuds,Electronics,149.0
708,SonicSmile Pro Brush,Beauty & Health,129.95
709,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
710,SolarZap Charger,Electronics,89.99
711,TrailMixX Snack Pack,Food & Beverage,14.99
712,LeashLock Basic Set,Pet Supplies,29.99
713,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
714,Soundwave Earbuds,Electronics,149.0
715,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
716,DreamWeaver Sleep Mask,Beauty & Health,34.75
717,Velocity Lite Helmet,Sports & Outdoors,99.0
718,EverBloom Mini Greenhouse,Home & Garden,29.95
719,ArtyBrush Acrylic Set,Arts & Crafts,59.95
720,ArtyBrush Acrylic Set,Arts & Crafts,59.95
721,BloomTech Smart Pot,Home & Garden,199.99
722,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
723,Soundwave Earbuds,Electronics,149.0
724,LeashLock Basic Set,Pet Supplies,29.99
725,FuzzyFriend Plushie,Toys & Games,24.5
726,SonicSmile Pro Brush,Beauty & Health,129.95
727,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
728,Soundwave Earbuds,Electronics,149.0
729,EcoClip Binder Duo,Office Supplies,39.5
730,DreamWeaver Sleep Mask,Beauty & Health,34.75
731,ArtyBrush Acrylic Set,Arts & Crafts,59.95
732,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
733,LeashLock Basic Set,Pet Supplies,29.99
734,DreamWeaver Sleep Mask,Beauty & Health,34.75
735,BloomTech Smart Pot,Home & Garden,199.99
736,FuzzyFriend Plushie,Toys & Games,24.5
737,Soundwave Earbuds,Electronics,149.0
738,ArtyBrush Acrylic Set,Arts & Crafts,59.95
739,ArtyBrush Acrylic Set,Arts & Crafts,59.95
740,CashmereLuxe Scarf,Clothing & Accessories,149.5
741,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
742,TrailMixX Snack Pack,Food & Beverage,14.99
743,Soundwave Earbuds,Electronics,149.0
744,Soundwave Earbuds,Electronics,149.0
745,SolarZap Charger,Electronics,89.99
746,LeashLock Basic Set,Pet Supplies,29.99
747,EverBloom Mini Greenhouse,Home & Garden,29.95
748,CashmereLuxe Scarf,Clothing & Accessories,149.5
749,LeashLock Basic Set,Pet Supplies,29.99
750,SonicSmile Pro Brush,Beauty & Health,129.95
751,ArtyBrush Acrylic Set,Arts & Crafts,59.95
752,SonicSmile Pro Brush,Beauty & Health,129.95
753,LeashLock Basic Set,Pet Supplies,29.99
754,CashmereLuxe Scarf,Clothing & Accessories,149.5
755,SonicSmile Pro Brush,Beauty & Health,129.95
756,TrailMixX Snack Pack,Food & Beverage,14.99
757,Velocity Lite Helmet,Sports & Outdoors,99.0
758,FuzzyFriend Plushie,Toys & Games,24.5
759,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
760,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
761,EverBloom Mini Greenhouse,Home & Garden,29.95
762,DreamWeaver Sleep Mask,Beauty & Health,34.75
763,SolarZap Charger,Electronics,89.99
764,EverBloom Mini Greenhouse,Home & Garden,29.95
765,BloomTech Smart Pot,Home & Garden,199.99
766,EcoClip Binder Duo,Office Supplies,39.5
767,CashmereLuxe Scarf,Clothing & Accessories,149.5
768,LeashLock Basic Set,Pet Supplies,29.99
769,SonicSmile Pro Brush,Beauty & Health,129.95
770,Velocity Lite Helmet,Sports & Outdoors,99.0
771,EcoClip Binder Duo,Office Supplies,39.5
772,CashmereLuxe Scarf,Clothing & Accessories,149.5
773,Velocity Lite Helmet,Sports & Outdoors,99.0
774,ArtyBrush Acrylic Set,Arts & Crafts,59.95
775,TrailMixX Snack Pack,Food & Beverage,14.99
776,BloomTech Smart Pot,Home & Garden,199.99
777,EverBloom Mini Greenhouse,Home & Garden,29.95
778,EcoClip Binder Duo,Office Supplies,39.5
779,SolarZap Charger,Electronics,89.99
780,ArtyBrush Acrylic Set,Arts & Crafts,59.95
781,BloomTech Smart Pot,Home & Garden,199.99
782,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
783,LeashLock Basic Set,Pet Supplies,29.99
784,DreamWeaver Sleep Mask,Beauty & Health,34.75
785,FuzzyFriend Plushie,Toys & Games,24.5
786,EcoClip Binder Duo,Office Supplies,39.5
787,SolarZap Charger,Electronics,89.99
788,EcoClip Binder Duo,Office Supplies,39.5
789,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
790,SolarZap Charger,Electronics,89.99
791,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
792,BloomTech Smart Pot,Home & Garden,199.99
793,LeashLock Basic Set,Pet Supplies,29.99
794,DreamWeaver Sleep Mask,Beauty & Health,34.75
795,EverBloom Mini Greenhouse,Home & Garden,29.95
796,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
797,Soundwave Earbuds,Electronics,149.0
798,EcoClip Binder Duo,Office Supplies,39.5
799,TrailMixX Snack Pack,Food & Beverage,14.99
800,Soundwave Earbuds,Electronics,149.0
801,SolarZap Charger,Electronics,89.99
802,SolarZap Charger,Electronics,89.99
803,LeashLock Basic Set,Pet Supplies,29.99
804,BloomTech Smart Pot,Home & Garden,199.99
805,FuzzyFriend Plushie,Toys & Games,24.5
806,FuzzyFriend Plushie,Toys & Games,24.5
807,CashmereLuxe Scarf,Clothing & Accessories,149.5
808,Velocity Lite Helmet,Sports & Outdoors,99.0
809,CashmereLuxe Scarf,Clothing & Accessories,149.5
810,EcoClip Binder Duo,Office Supplies,39.5
811,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
812,DreamWeaver Sleep Mask,Beauty & Health,34.75
813,Velocity Lite Helmet,Sports & Outdoors,99.0
814,ArtyBrush Acrylic Set,Arts & Crafts,59.95
815,TrailMixX Snack Pack,Food & Beverage,14.99
816,CashmereLuxe Scarf,Clothing & Accessories,149.5
817,Soundwave Earbuds,Electronics,149.0
818,SolarZap Charger,Electronics,89.99
819,LeashLock Basic Set,Pet Supplies,29.99
820,Velocity Lite Helmet,Sports & Outdoors,99.0
821,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
822,BloomTech Smart Pot,Home & Garden,199.99
823,SolarZap Charger,Electronics,89.99
824,SolarZap Charger,Electronics,89.99
825,SolarZap Charger,Electronics,89.99
826,SolarZap Charger,Electronics,89.99
827,EcoClip Binder Duo,Office Supplies,39.5
828,FuzzyFriend Plushie,Toys & Games,24.5
829,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
830,ArtyBrush Acrylic Set,Arts & Crafts,59.95
831,Soundwave Earbuds,Electronics,149.0
832,Velocity Lite Helmet,Sports & Outdoors,99.0
833,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
834,Velocity Lite Helmet,Sports & Outdoors,99.0
835,DreamWeaver Sleep Mask,Beauty & Health,34.75
836,SolarZap Charger,Electronics,89.99
837,FuzzyFriend Plushie,Toys & Games,24.5
838,Soundwave Earbuds,Electronics,149.0
839,Soundwave Earbuds,Electronics,149.0
840,CashmereLuxe Scarf,Clothing & Accessories,149.5
841,EverBloom Mini Greenhouse,Home & Garden,29.95
842,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
843,FuzzyFriend Plushie,Toys & Games,24.5
844,FuzzyFriend Plushie,Toys & Games,24.5
845,SonicSmile Pro Brush,Beauty & Health,129.95
846,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
847,EverBloom Mini Greenhouse,Home & Garden,29.95
848,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
849,TrailMixX Snack Pack,Food & Beverage,14.99
850,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
851,Velocity Lite Helmet,Sports & Outdoors,99.0
852,EverBloom Mini Greenhouse,Home & Garden,29.95
853,SolarZap Charger,Electronics,89.99
854,DreamWeaver Sleep Mask,Beauty & Health,34.75
855,EverBloom Mini Greenhouse,Home & Garden,29.95
856,Soundwave Earbuds,Electronics,149.0
857,SonicSmile Pro Brush,Beauty & Health,129.95
858,ArtyBrush Acrylic Set,Arts & Crafts,59.95
859,LeashLock Basic Set,Pet Supplies,29.99
860,TrailMixX Snack Pack,Food & Beverage,14.99
861,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
862,FuzzyFriend Plushie,Toys & Games,24.5
863,LeashLock Basic Set,Pet Supplies,29.99
864,SonicSmile Pro Brush,Beauty & Health,129.95
865,SonicSmile Pro Brush,Beauty & Health,129.95
866,DreamWeaver Sleep Mask,Beauty & Health,34.75
867,EcoClip Binder Duo,Office Supplies,39.5
868,FuzzyFriend Plushie,Toys & Games,24.5
869,FuzzyFriend Plushie,Toys & Games,24.5
870,BloomTech Smart Pot,Home & Garden,199.99
871,FuzzyFriend Plushie,Toys & Games,24.5
872,ArtyBrush Acrylic Set,Arts & Crafts,59.95
873,Soundwave Earbuds,Electronics,149.0
874,SonicSmile Pro Brush,Beauty & Health,129.95
875,CashmereLuxe Scarf,Clothing & Accessories,149.5
876,SonicSmile Pro Brush,Beauty & Health,129.95
877,Soundwave Earbuds,Electronics,149.0
878,EcoClip Binder Duo,Office Supplies,39.5
879,EcoClip Binder Duo,Office Supplies,39.5
880,LeashLock Basic Set,Pet Supplies,29.99
881,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
882,Soundwave Earbuds,Electronics,149.0
883,DreamWeaver Sleep Mask,Beauty & Health,34.75
884,FuzzyFriend Plushie,Toys & Games,24.5
885,SonicSmile Pro Brush,Beauty & Health,129.95
886,DreamWeaver Sleep Mask,Beauty & Health,34.75
887,LeashLock Basic Set,Pet Supplies,29.99
888,DreamWeaver Sleep Mask,Beauty & Health,34.75
889,LeashLock Basic Set,Pet Supplies,29.99
890,FuzzyFriend Plushie,Toys & Games,24.5
891,FuzzyFriend Plushie,Toys & Games,24.5
892,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
893,DreamWeaver Sleep Mask,Beauty & Health,34.75
894,SonicSmile Pro Brush,Beauty & Health,129.95
895,TrailMixX Snack Pack,Food & Beverage,14.99
896,ArtyBrush Acrylic Set,Arts & Crafts,59.95
897,ArtyBrush Acrylic Set,Arts & Crafts,59.95
898,CashmereLuxe Scarf,Clothing & Accessories,149.5
899,Soundwave Earbuds,Electronics,149.0
900,TrailMixX Snack Pack,Food & Beverage,14.99
901,Velocity Lite Helmet,Sports & Outdoors,99.0
902,ArtyBrush Acrylic Set,Arts & Crafts,59.95
903,TrailMixX Snack Pack,Food & Beverage,14.99
904,LeashLock Basic Set,Pet Supplies,29.99
905,Soundwave Earbuds,Electronics,149.0
906,SonicSmile Pro Brush,Beauty & Health,129.95
907,Velocity Lite Helmet,Sports & Outdoors,99.0
908,EverBloom Mini Greenhouse,Home & Garden,29.95
909,EcoClip Binder Duo,Office Supplies,39.5
910,CashmereLuxe Scarf,Clothing & Accessories,149.5
911,LeashLock Basic Set,Pet Supplies,29.99
912,FuzzyFriend Plushie,Toys & Games,24.5
913,BloomTech Smart Pot,Home & Garden,199.99
914,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
915,EverBloom Mini Greenhouse,Home & Garden,29.95
916,BloomTech Smart Pot,Home & Garden,199.99
917,BloomTech Smart Pot,Home & Garden,199.99
918,Velocity Lite Helmet,Sports & Outdoors,99.0
919,Soundwave Earbuds,Electronics,149.0
920,EverBloom Mini Greenhouse,Home & Garden,29.95
921,EverBloom Mini Greenhouse,Home & Garden,29.95
922,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
923,SolarZap Charger,Electronics,89.99
924,FuzzyFriend Plushie,Toys & Games,24.5
925,FuzzyFriend Plushie,Toys & Games,24.5
926,CashmereLuxe Scarf,Clothing & Accessories,149.5
927,FuzzyFriend Plushie,Toys & Games,24.5
928,Soundwave Earbuds,Electronics,149.0
929,SonicSmile Pro Brush,Beauty & Health,129.95
930,FuzzyFriend Plushie,Toys & Games,24.5
931,SolarZap Charger,Electronics,89.99
932,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
933,EverBloom Mini Greenhouse,Home & Garden,29.95
934,DreamWeaver Sleep Mask,Beauty & Health,34.75
935,EcoClip Binder Duo,Office Supplies,39.5
936,SolarZap Charger,Electronics,89.99
937,SonicSmile Pro Brush,Beauty & Health,129.95
938,SolarZap Charger,Electronics,89.99
939,ArtyBrush Acrylic Set,Arts & Crafts,59.95
940,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
941,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
942,TrailMixX Snack Pack,Food & Beverage,14.99
943,EcoClip Binder Duo,Office Supplies,39.5
944,LeashLock Basic Set,Pet Supplies,29.99
945,EcoClip Binder Duo,Office Supplies,39.5
946,LeashLock Basic Set,Pet Supplies,29.99
947,FuzzyFriend Plushie,Toys & Games,24.5
948,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
949,LeashLock Basic Set,Pet Supplies,29.99
950,Velocity Lite Helmet,Sports & Outdoors,99.0
951,BloomTech Smart Pot,Home & Garden,199.99
952,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
953,SonicSmile Pro Brush,Beauty & Health,129.95
954,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
955,Velocity Lite Helmet,Sports & Outdoors,99.0
956,SonicSmile Pro Brush,Beauty & Health,129.95
957,LeashLock Basic Set,Pet Supplies,29.99
958,CashmereLuxe Scarf,Clothing & Accessories,149.5
959,FuzzyFriend Plushie,Toys & Games,24.5
960,FuzzyFriend Plushie,Toys & Games,24.5
961,Velocity Lite Helmet,Sports & Outdoors,99.0
962,Velocity Lite Helmet,Sports & Outdoors,99.0
963,DreamWeaver Sleep Mask,Beauty & Health,34.75
964,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
965,FuzzyFriend Plushie,Toys & Games,24.5
966,TrailMixX Snack Pack,Food & Beverage,14.99
967,TrailMixX Snack Pack,Food & Beverage,14.99
968,TrailMixX Snack Pack,Food & Beverage,14.99
969,ArtyBrush Acrylic Set,Arts & Crafts,59.95
970,Soundwave Earbuds,Electronics,149.0
971,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
972,EcoClip Binder Duo,Office Supplies,39.5
973,FuzzyFriend Plushie,Toys & Games,24.5
974,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
975,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
976,EcoClip Binder Duo,Office Supplies,39.5
977,LeashLock Basic Set,Pet Supplies,29.99
978,Velocity Lite Helmet,Sports & Outdoors,99.0
979,EverBloom Mini Greenhouse,Home & Garden,29.95
980,Velocity Lite Helmet,Sports & Outdoors,99.0
981,ArtyBrush Acrylic Set,Arts & Crafts,59.95
982,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
983,Velocity Lite Helmet,Sports & Outdoors,99.0
984,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
985,FuzzyFriend Plushie,Toys & Games,24.5
986,DreamWeaver Sleep Mask,Beauty & Health,34.75
987,SonicSmile Pro Brush,Beauty & Health,129.95
988,Velocity Lite Helmet,Sports & Outdoors,99.0
989,Velocity Lite Helmet,Sports & Outdoors,99.0
990,FlexStep GO Fitness Tracker,Sports & Outdoors,99.5
991,DreamWeaver Sleep Mask,Beauty & Health,34.75
992,SolarZap Charger,Electronics,89.99
993,SolarZap Charger,Electronics,89.99
994,CashmereLuxe Scarf,Clothing & Accessories,149.5
995,EcoClip Binder Duo,Office Supplies,39.5
996,LeashLock Basic Set,Pet Supplies,29.99
997,FuzzyFriend Plushie,Toys & Games,24.5
998,Velocity Lite Helmet,Sports & Outdoors,99.0
999,SolarZap Charger,Electronics,89.99
1000,AquaShield Lite Rain Jacket,Clothing & Accessories,79.0
